image_id,town,consensus_category,consensus_context,consensus_flag,agreement_level,expert_category,expert_context,expert_flag,expert_confidence,notes
wxmgk2p4Nqp5ekDfvbejBQ_240_box0.jpg,BELFAST_CITY,National,Building-mounted,Irish Tricolor,1.0,,,,,
PuElTxLhlMippVEOtuaMTw_120_box0.jpg,BELFAST_CITY,National,Building-mounted,Union Jack,1.0,,,,,
eg2tV8fGtrZLgl85T7Nk0Q_120_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
7Hp1lVQCIBMnbOFluEcJ0w_240_box0.jpg,BALLYCLARE,National,Temporary installation,Union Jack,1.0,,,,,
VoEmMj5EgWgx9Pa9DabODw_120_box0.jpg,LISBURN_CITY,National,Building-mounted,Union Jack,1.0,,,,,
4rSlIqTJ2VJNlSG6WQscCw_000_box0.jpg,LARNE,National,Building-mounted,Union Jack,1.0,,,,,
VccwHaZdzXJpvB2zRA1VIw_240_box0.jpg,COLERAINE,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
-tbpOgoGZvs_QtHNCCgPoA_060_box0.jpg,CRAIGAVON,National,Building-mounted,Union Jack,1.0,,,,,
X-hDcWylRxKI9mZN4_Fh1Q_120_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Union Jack,1.0,,,,,
P5VGKjJlKqOARMQsEJmufA_120_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
4yXk3OXgIEfpWpdyUi6ksQ_060_box0.jpg,BELFAST_CITY,Bunting,Bunting display,Other Colored Bunting,1.0,,,,,
Ew7MEgxiiGYqdiIkE1l3dA_300_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
OXigT5qva_4eLqofQZIYLw_180_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,1.0,,,,,
XfCQWHtZNeReKKVUdd7jSg_300_box0.jpg,LISBURN_CITY,International,Lamppost-mounted,Israeli,1.0,,,,,
JNSHp0Si1U32ENGy3sDRSg_120_box0.jpg,BALLYCLARE,National,Building-mounted,Union Jack,1.0,,,,,
7x3e_zdOzafdDPrOSRvx3A_300_box0.jpg,CRAIGAVON,National,Pole-mounted (in ground),Union Jack,1.0,,,,,
DLLjmMHcg0_AzCGmK3MIRQ_300_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Union Jack,1.0,,,,,
MN3x5WOIPqKrex7oJ5FcFw_180_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
7bMYIdc0_cQ6JmO80Ug_4A_120_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
w8WWD6p8X7enNm20xhOYxw_120_box0.jpg,NEWTOWNARDS,National,Pole-mounted (in ground),Union Jack,1.0,,,,,
nzjtgBeSDCwG3wpVHjrhEQ_000_box0.jpg,CRAIGAVON,National,Pole-mounted (in ground),Union Jack,1.0,,,,,
4lIAzCL_PTgcGDtrUSKi6A_000_box0.jpg,MAGHERAFELT,National,Pole-mounted (in ground),Union Jack,1.0,,,,,
m24Fh-ghdgO0o_BqVXQuUw_000_box0.jpg,ARMAGH,Proscribed,Pole-mounted (in ground),Other Proscribed,1.0,,,,,
7Qn_ZjzAZP6UDmoZvVTuyA_120_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
eHKrlEDu4Ub4U9k6VVuCrA_180_box0.jpg,CARRICKFERGUS,National,Window display,Union Jack,1.0,,,,,
5SjKsLLNxPhAbN8fMO0eyw_240_box0.jpg,MAGHERAFELT,National,Lamppost-mounted,Union Jack,1.0,,,,,
4mC6VbBn8pH7oNlmdNivOQ_000_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Scottish Saltire,1.0,,,,,
S5ntUyfxq96vbPv6QW23IQ_000_box0.jpg,BALLYMENA,National,Building-mounted,Union Jack,1.0,,,,,
3qh5eCqrfqFYBkm-io-V7w_180_box0.jpg,NEWTOWNARDS,International,Pole-mounted (in ground),Other International,1.0,,,,,
9n1BxqDLkSZ5kWvhvBArrg_060_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Union Jack,1.0,,,,,
6ZOMhtXUyAN0SiHYtGu8DQ_120_box0.jpg,BANGOR,National,Building-mounted,Union Jack,1.0,,,,,
Fwm2OS-smyuVf37_idLHSQ_000_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Union Jack,1.0,,,,,
43GiaypvyDOutYnG61TqnA_000_box0.jpg,CRAIGAVON,National,Building-mounted,Union Jack,1.0,,,,,
jiNUmMbLl_kusvZlyctMBw_180_box0.jpg,METROPOLITAN_LISBURN,National,Window display,Union Jack,1.0,,,,,
EqplcstneUePG7693R6XwQ_180_box0.jpg,BALLYMONEY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
RUaUnk8eJfg8xmxaz6GDcg_060_box0.jpg,COLERAINE,International,Lamppost-mounted,Other International,1.0,,,,,
fiYQ4wbf9G3QmJy6iEAtuw_300_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
CbKlPMqkawF-1Z6oujnLMw_060_box0.jpg,COLERAINE,National,Lamppost-mounted,Irish Tricolor,1.0,,,,,
G2_gueMH36e2M-gtq8XvAw_180_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,1.0,,,,,
Ino4-ysjjvsAe_cGfSYneg_120_box0.jpg,LISBURN_CITY,National,Lamppost-mounted,Union Jack,1.0,,,,,
rzPg09puRsz2S_amssMSxA_060_box0.jpg,LISBURN_CITY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
fK_-cWgi8YIub6I67EyUMw_180_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
_mqBSexbfR5eb7M8EN9cAg_180_box0.jpg,ANTRIM,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
PptphTtZYvOKMlyVRYNMlA_300_box0.jpg,LISBURN_CITY,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
SSrU0RBBEb4_PFAYuYZALg_300_box0.jpg,OMAGH_TOWN,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
SuDUBDTZBBs72hna3jBohg_120_box0.jpg,LARNE,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
dluyisXC_aoqATTo2fkZDA_120_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Union Jack,1.0,,,,,
S6FEoVL220aouhG-m5DrmA_240_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Union Jack,1.0,,,,,
1NcApUheUBbk5cX0mv9LrQ_120_box0.jpg,LISBURN_CITY,National,Lamppost-mounted,Union Jack,1.0,,,,,
BU_80NtUfCwGZsvmILqwHA_000_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,1.0,,,,,
jMTMfQY_N6MJzEcFHme0CA_240_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Union Jack,1.0,,,,,
Ok6VPynRsdh2DbRmu2d2gA_120_box0.jpg,LISBURN_CITY,National,Building-mounted,Union Jack,1.0,,,,,
BXDYCZo8FDsXNhroA4quYA_120_box0.jpg,OMAGH_TOWN,National,Lamppost-mounted,Union Jack,1.0,,,,,
D0y4oIDR49xSon3ZOSSGbQ_180_box0.jpg,CRAIGAVON,National,Building-mounted,Union Jack,1.0,,,,,
NITj3bw2u_WQkT8dy91NTA_300_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Union Jack,1.0,,,,,
I5qFGtWnmfELQOE6p6fcEg_000_box0.jpg,BALLYCLARE,Review,,,1.0,,,,,
wMdDExH_OwpkfD8Wow90RA_240_box0.jpg,BALLYMENA,Review,,,1.0,,,,,
9JuCdszObm1nkro6hxS08w_180_box0.jpg,BALLYMENA,National,Building-mounted,Ulster Banner,1.0,,,,,
2nU9ZjXkrXKcq1MoXMCfdA_180_box0.jpg,LIMAVADY,National,Lamppost-mounted,Irish Tricolor,1.0,,,,,
-oBZie3EYu81RB2sDsO6yg_180_box0.jpg,DERRY_CITY,International,Lamppost-mounted,Palestinian,1.0,,,,,
2tIUbR0Wgn0dfFB7WbqFOA_060_box0.jpg,OMAGH_TOWN,Review,,,1.0,,,,,
ruGtSCjYsoxz3Y_DPMxlKA_180_box0.jpg,CRAIGAVON,National,Building-mounted,Union Jack,1.0,,,,,
vNXWzPkqI3LmFahYH9Gyrw_300_box0.jpg,BANGOR,Review,,,1.0,,,,,
xTGRjjQhbENumXqODWl0SQ_000_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,1.0,,,,,
RYbJdl3twHOGJVmfSmgsFw_000_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Scottish Saltire,1.0,,,,,
iVCx5FKgt2kSs-PfYwFTsA_240_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
9-ebf3_a27wkkQ-d0qGeyA_180_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
lxnBVcYworaRqLKfJhdokg_180_box0.jpg,GREENISLAND,National,Lamppost-mounted,Union Jack,1.0,,,,,
k4n4Yk3x1k1U6I_zDXm6pg_300_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
pBCiOm_huqVBIhZ25i5viw_240_box0.jpg,BALLYCLARE,National,Building-mounted,Ulster Banner,1.0,,,,,
Ukh1g2GIy9XpUxeaYn4Htg_060_box0.jpg,BELFAST_CITY,International,Building-mounted,Other International,1.0,,,,,
8aGHaSZ1e2flE3grSjND5g_120_box0.jpg,LISBURN_CITY,International,Lamppost-mounted,Israeli,1.0,,,,,
7Jfc6jQ-CGpDVoO5W8ulbg_240_box0.jpg,BALLYMENA,Sport,Lamppost-mounted,Northern Ireland Football,1.0,,,,,
uh9yI2MXt2PDFQ4NUKPBRQ_240_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
Uj8Muu3yNky177onYYOqMg_300_box0.jpg,BELFAST_CITY,National,Street decoration,Ulster Banner,1.0,,,,,
QoK_gINqvHxzsi4uA-xF4A_060_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Building-mounted,Union Jack,1.0,,,,,
nII0uWVPihJGYZ43o1mt3g_060_box0.jpg,METROPOLITAN_LISBURN,National,Building-mounted,Union Jack,1.0,,,,,
GwHwTq-qSDwEyKZS34_BJw_180_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Union Jack,1.0,,,,,
KDlbiillpPwifIjW6Mk2Tg_060_box0.jpg,BALLYMONEY,National,Building-mounted,Ulster Banner,1.0,,,,,
xwj6Of0PsOfRL6QB1y3VRw_000_box0.jpg,BALLYMENA,National,Building-mounted,Union Jack,1.0,,,,,
U1MU7FzexVCi5EFYB3mvCg_000_box0.jpg,NEWTOWNARDS,National,Pole-mounted (in ground),Union Jack,1.0,,,,,
SZL_za5Y6OFHFhx2p6AaPQ_000_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Building-mounted,Union Jack,1.0,,,,,
Vv2lX96DDH6JeNjE8OBQ8w_120_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
F1_oWKmu2rkZdcHk3nHwTw_240_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
sxsbHiOw1rc8J1xvDcXPmw_120_box0.jpg,OMAGH_TOWN,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
D1z-1T0pLRovNLCHfWfyHw_180_box0.jpg,OMAGH_TOWN,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
am7ydd8YRF7-0R7yDSYLug_000_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
4lEvBe8iRmBjEqs6V4U-kg_000_box0.jpg,BALLYMENA,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
Ow6t-ws51jInVVGo_UiBmw_120_box0.jpg,BALLYCLARE,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
dnfit7fBNL5OC2ZQBOpWMQ_060_box0.jpg,BALLYCLARE,National,Pole-mounted (in ground),Ulster Banner,1.0,,,,,
vcom3xgYis6cvfzMO5U5cg_300_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
MN3x5WOIPqKrex7oJ5FcFw_300_box0.jpg,COLERAINE,Fraternal,Lamppost-mounted,Orange Order,1.0,,,,,
7R2NUHiizYPFeAHn8_uGLQ_300_box0.jpg,COLERAINE,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
cA4pgwWPAh8PqrU4fjoI4Q_060_box0.jpg,BALLYCLARE,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
QGB-eXcH_U40RorAVrHsZA_240_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Memorial/Commemoration,Irish Tricolor,1.0,,,,,
JobadmHNf7NcAvKfGL5Bkw_180_box0.jpg,COOKSTOWN,Review,,,1.0,,,,,
qvkskBIqZqeDP137D_JiZQ_060_box0.jpg,CRAIGAVON,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
gzvZ_T_87VJ51QTBtC_9EQ_300_box0.jpg,BALLYCLARE,National,Building-mounted,Union Jack,1.0,,,,,
odVacnNXyTEcbjwJlF93wg_120_box0.jpg,LARNE,National,Building-mounted,Union Jack,1.0,,,,,
3lpcz9L4a4Zh6GvXvJCyhg_180_box0.jpg,LARNE,National,Building-mounted,Union Jack,1.0,,,,,
14NDF5vhwMQRS2bBFc3DTg_240_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,1.0,,,,,
roSarD75VFviyuz8ncV2Dw_060_box0.jpg,DUNGANNON,National,Lamppost-mounted,Union Jack,1.0,,,,,
QGlPu5pChzF1wK7wZRk76Q_300_box0.jpg,LARNE,National,Lamppost-mounted,Union Jack,1.0,,,,,
RyGk7eJJu7KAiQribn8C6Q_240_box0.jpg,METROPOLITAN_LISBURN,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
BEw1rFM2JPnfFMdo1PL4rA_120_box0.jpg,BALLYMENA,Review,,,1.0,,,,,
8yS_-_Vklz5i8RmHZSxRsA_060_box0.jpg,DUNGANNON,National,Lamppost-mounted,Union Jack,1.0,,,,,
W7fbYQFjHDSBQ1ZTTID1Bw_300_box0.jpg,ENNISKILLEN,National,Lamppost-mounted,Union Jack,1.0,,,,,
nJOD22owfZjJG6Z3gT0M5A_240_box0.jpg,DERRY_CITY,Review,,,1.0,,,,,
Qj-ycjc1Ji6KBahXxRuCQQ_240_box0.jpg,BELFAST_CITY,Review,,,1.0,,,,,
zzlEbRKUx1PuXBMksq9bTg_060_box0.jpg,BELFAST_CITY,Review,,,1.0,,,,,
Hdg0Pi6noHc0puAsTLC7PQ_300_box0.jpg,CRAIGAVON,National,Building-mounted,Ulster Banner,1.0,,,,,
ffGCY2mHdECsLEWgogPH0A_240_box0.jpg,BALLYMONEY,Review,,,1.0,,,,,
oPjsOywl4i6acL8UyqFj4A_120_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Union Jack,1.0,,,,,
2xH3P3Na_KE0QkWHM2KyTA_120_box0.jpg,LISBURN_CITY,National,Lamppost-mounted,Union Jack,1.0,,,,,
ib85hQpUE1exHY1MWJ8urw_000_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Lamppost-mounted,Union Jack,1.0,,,,,
nDL349mqBCzZ8HwedOobZg_300_box0.jpg,OMAGH_TOWN,National,Building-mounted,Union Jack,1.0,,,,,
KSTR1g_fwBoszmi1F6P7sQ_000_box0.jpg,CRAIGAVON,National,Lamppost-mounted,Union Jack,1.0,,,,,
HcOoRLUyNCWOe21ljYXocA_060_box0.jpg,LISBURN_CITY,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
ordwzc7vkiVX2kKBYyoHtw_000_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,1.0,,,,,
SINu_boRsbzeG5J7c_O4Uw_180_box0.jpg,BALLYMENA,National,Lamppost-mounted,Union Jack,1.0,,,,,
8mGAbKn6sQomXfI90f6ibg_120_box0.jpg,OMAGH_TOWN,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,1.0,,,,,
TxhOSWzeOps0lUKG2ZG88A_300_box0.jpg,NEWRY,National,Pole-mounted (in ground),Irish Tricolor,1.0,,,,,
4SSN-1CGOPbQN-QfCXuxFA_060_box0.jpg,LARNE,Review,,,1.0,,,,,
AFnOvTe7PEthycjwcPTPtg_300_box0.jpg,BALLYCLARE,Review,,,1.0,,,,,
-7Yumt9a0GmzIv5KvtEqqA_300_box0.jpg,COLERAINE,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
CeHaJ1hxy9tc3sG5bVA_hg_180_box0.jpg,MAGHERAFELT,National,Lamppost-mounted,Union Jack,1.0,,,,,
XKfUgodY0tS_seHcwoWRXQ_120_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Ulster Banner,1.0,,,,,
IAMPFaQ4iv6-Y037I3tbJg_060_box0.jpg,LISBURN_CITY,National,Building-mounted,Union Jack,1.0,,,,,
CMexC-vlHrFZSCMGFAKxMQ_120_box0.jpg,LIMAVADY,Review,,,1.0,,,,,
lvuDOP2xlZPSaGNfJoq9Gg_240_box0.jpg,DUNGANNON,National,Lamppost-mounted,Union Jack,1.0,,,,,
eITCL0SFk02exY2JD-V5Bw_300_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,1.0,,,,,
nDbkHVRI_ulpwqfPWstt6w_180_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Union Jack,1.0,,,,,
kTZnDfXBD77cmtahbl68Iw_300_box0.jpg,CRAIGAVON,National,Building-mounted,Union Jack,1.0,,,,,
UbOsN6Df28DjnPl1AY_UYg_120_box0.jpg,COLERAINE,Review,,,1.0,,,,,
vaoUsSLpFIZ4dpczTCDuiw_180_box0.jpg,ARMAGH,National,Lamppost-mounted,Union Jack,1.0,,,,,
I98SDK_W_izxcxEySHx0ZA_120_box0.jpg,DUNGANNON,Review,,,1.0,,,,,
PhE1InargsqOwSAFoQ6WUA_180_box0.jpg,PORTSTEWART,Review,,,1.0,,,,,
2l-1mPePWgwjs7fSiZTelQ_000_box0.jpg,BALLYCLARE,Review,,,1.0,,,,,
