id,image_id,town,primary_category,display_context,specific_flag,confidence,timestamp,expert_id,needs_review,review_reason,user_content
00539442-ab4f-4c8f-87d1-0f9178eb1993,ZkAh-u8PJRw20URp2U1m7A_000_box0.jpg,LISBURN_CITY,National,Building-mounted,Union Jack,5,2025-08-12 16:15:49.181302+00,Pat,false,,
0057fb76-9351-4c54-b286-d1ef77b42176,fDXwvN11HYsg7hILebVC4g_180_box0.jpg,BALLYCLARE,Review,,,,2025-08-01 09:39:29.015064+00,Pat,true,Unclear image,
005a6f81-acbc-40a6-b6de-5ee13b8d91b7,RMRjfQFLBD_VYiLUXY088w_120_box0.jpg,ENNISKILLEN,Bunting,Bunting display,Union Jack Bunting,5,2025-07-04 14:40:04.092927+00,Declan,false,,
005df7d5-da83-49ea-8da0-8cf4f44a4552,RZqWAXOTVCpXcxgTWxeizg_060_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Lamppost-mounted,Union Jack,5,2025-08-13 08:49:33.683833+00,Pat,false,,
005f62f7-774c-442c-9c0b-17221d7ba08f,p3Io7kBlDrIUm6_xvouW7w_240_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Ulster Banner,3,2025-07-18 12:30:48.973323+00,Brandon,false,,
006370c0-ba61-4aef-ba61-6388f1f18acc,0aUxFWhuXHwUTeMagUjciw_060_box0.jpg,CARRICKFERGUS,National,Pole-mounted (in ground),Union Jack,5,2025-08-14 09:48:50.36225+00,Pat,false,,
006c395b-00c0-44c3-b13f-845ede8fa498,0BVBhcIMKji0gE8pgnXLTQ_240_box0.jpg,LARNE,National,Building-mounted,Ulster Banner,5,2025-07-31 17:01:29.166684+00,Pat,false,,
0076857e-037c-42d9-978a-163d1dc7ed56,GtgoFH_BGOxymSXqX7ANRg_120_box0.jpg,OMAGH_TOWN,National,Building-mounted,Ulster Banner,5,2025-07-31 16:24:56.918427+00,Pat,false,,
00795689-747b-4637-83d2-7b71949fc9d1,LwWmq0LjyUmCBbDK8M4I_Q_180_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,,,2025-07-31 15:03:23.430588+00,Pat,true,Unclear image,
0082454a-de90-41d9-bfb9-b3facbec77d7,73glqGr7TLVXTH2tLxWtlA_240_box0.jpg,LARNE,Review,,,,2025-07-29 11:29:22.854724+00,Colm,true,Unclear image,
00861056-756b-495f-8108-ceeebc3f40c6,brGL9U-M246AnK5l8nzHMg_300_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Union Jack,5,2025-08-06 00:03:06.607628+00,May,false,,
0089176b-1d6b-43cd-aa60-db933c58b2e3,kwwTAPjFR98x9fmvsjrXvQ_180_box0.jpg,BELFAST_CITY,National,Building-mounted,Union Jack,5,2025-08-12 15:55:52.429091+00,Pat,false,,
008d3f93-6ec2-4111-93e7-2533fa606aed,7Knkj9eLunHLCwnS4SVlrg_060_box0.jpg,NEWRY,National,Lamppost-mounted,Irish Tricolor,3,2025-07-28 19:43:56.581315+00,Colm,false,,
008e2a8a-c841-47dd-8fff-17e9c0f08317,WIHA4vw7Bxrr__MF4vqSXA_060_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Pole-mounted (in ground),Union Jack,5,2025-08-04 13:21:08.210351+00,Colm,false,,
008f0302-17a6-499e-967a-1c40db41d40f,i-Iao3LF21FrnYk2GUCE7A_120_box0.jpg,HOLYWOOD,National,Lamppost-mounted,Union Jack,5,2025-08-14 12:11:40.282471+00,Pat,false,,
008fd4b1-b948-4255-802b-f7f59568baa2,cc0rD6wj_XwGKjfNbF-qcA_300_box0.jpg,BALLYCLARE,National,Building-mounted,Union Jack,3,2025-08-01 09:38:16.207083+00,Pat,false,,
009825e5-771b-483a-a523-2a2beebe470c,TYWLyv8d8qMSasHozuIQlQ_000_box0.jpg,LIMAVADY,National,Building-mounted,Union Jack,2,2025-08-07 20:09:02.592669+00,Byron,false,,
009d73f8-d468-41eb-8e85-6ab2ec59098f,OBi6bxrMBHCJXXGe_UmkKw_120_box0.jpg,COOKSTOWN,Review,,,,2025-08-01 14:22:58.807919+00,Pat,true,Unclear image,
00aaad39-385f-4e59-89f8-379da09adf0b,auDGj16oRwcodWOmcCGexQ_240_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,5,2025-08-04 11:17:53.404703+00,Colm,false,,
00aaf1cc-38d6-4a45-90bb-a405f0c56205,95ZRxoD2A4rMhkHSmi19iA_000_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Union Jack,5,2025-08-28 20:49:01.978168+00,May,false,,
00ace7a6-fc69-42a3-b93f-3fbe7641dcb0,2399_q1MRncj_gGUKD_08A_000_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,2,2025-07-31 17:29:39.728103+00,Pat,false,,
00b0e8f0-d48e-4802-af25-ce0d35411c0f,qNeJC2PdXZ4H22EHcxj-MQ_060_box0.jpg,NEWRY,Review,,,,2025-07-28 19:37:28.102874+00,Colm,true,Complex case,
00b8c89a-1284-4019-a7d0-8fc2f149a33b,6xRgw9fE1iQc4hD8gHWdgg_060_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Union Jack,4,2025-07-22 11:37:48.380983+00,Barry,false,,
00bacad9-84b4-47c7-8b91-d2873f9144a5,9GW02IeUuQggnKvtehmfPA_300_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Ulster Banner,5,2025-07-31 15:00:41.937081+00,Pat,false,,
00bafc31-86fb-4b2b-ad1a-8658f109bcb3,JKnm0tFAmweb1_LhQAVOTw_300_box0.jpg,PORTSTEWART,Review,,,,2025-07-29 10:43:01.597179+00,Colm,true,Unclear image,
00be6224-1a10-4fe5-bce2-82eee34ec104,2DQyI9BjjEDJwkvksht-0A_300_box0.jpg,BELFAST_CITY,Review,,,,2025-08-04 20:01:03.280017+00,Colm,true,Unclear image,
00c01f15-6cee-4a58-b085-55c4df20bd21,_5s1lA6hzexUJKDQArnKjw_300_box0.jpg,CRAIGAVON,International,Lamppost-mounted,Other International,3,2025-08-17 14:26:18.080671+00,May,false,,
00c280e2-1ac5-4585-9a0d-49bfbb78fec2,qUrerSxT6kqv_Ir7zJkwIg_300_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,,,2025-07-28 11:24:28.64319+00,Barry,true,Unclear image,
00cfe399-1aac-4868-aaf2-0b32f4e68206,SRf1SHwxDuRtQiq4n9oZ0A_240_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Union Jack,5,2025-08-04 19:57:24.539573+00,Colm,false,,
00d328fa-69a0-4022-91c3-51a19aa59722,5RXt6hm4dWb7K82HFeMzkg_240_box0.jpg,BALLYMENA,National,Lamppost-mounted,Union Jack,5,2025-08-01 12:14:18.089068+00,Pat,false,,
00d590ee-5574-44b4-beee-ffd2451902b3,_uABbLQaVZedR4CwAEcWvQ_180_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Union Jack,1,2025-08-06 00:04:53.823198+00,May,false,,
00e36a83-9619-4b96-aff8-58b8cec98506,By2dUTBTO_clGNBfIHQ-BA_300_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Union Jack,5,2025-08-29 08:25:21.57852+00,May,false,,
00e48e90-53ad-4882-af82-5959281ed4eb,4x8Zafuq48-JkGtrHvyeqw_000_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,5,2025-08-28 20:30:02.477456+00,May,false,,
00e6a6ff-137e-469d-8485-31dc0e8dcf1d,3MelTZjyE9ESRzqHcu3z6w_240_box0.jpg,MAGHERAFELT,National,Lamppost-mounted,Ulster Banner,5,2025-08-04 12:13:08.43278+00,Colm,false,,
00e94295-4824-4fb8-a443-5b9a53d1a735,hklwsCBCWjVh1V3kvB2Ixg_120_box0.jpg,ANTRIM,Review,,,,2025-07-31 17:33:09.120168+00,Pat,true,Unclear image,
00e9c9d6-a554-447d-8284-8ab5d0d7c5d4,iW8bp9kxUD83PQ4S23eAQA_060_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,5,2025-08-06 00:07:47.99646+00,May,false,,
00ea1406-4579-4e31-98bb-79f67f1c4c95,ngneW9ZjEXSdsPIIrPonmw_060_box0.jpg,ARMAGH,National,Lamppost-mounted,Union Jack,5,2025-08-01 11:34:03.973617+00,Pat,false,,
00ec8bcd-8c5a-495d-b5e6-6dbe2b0b9a4b,4hefVZhgtPGiaTFfOCnCJQ_240_box0.jpg,LISBURN_CITY,National,Lamppost-mounted,Union Jack,5,2025-08-13 22:28:28.160454+00,May,false,,
00edf5b4-9311-4e1d-a14e-762f86b63ec1,DWwDzfc3TR9AZ9GbtLns_A_240_box0.jpg,BALLYMENA,Review,,,,2025-08-04 13:34:17.071831+00,Colm,true,Unclear image,
00f5550a-f75a-4961-a2ec-fa030f9152c9,jwPPghkoBL2OEm-xttJxCg_120_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Building-mounted,Ulster Banner,5,2025-08-04 13:21:57.822812+00,Colm,false,,
00f915fd-573c-4c1c-aed4-5b89ea94ad3e,Zln2HKyFcmEkzaXUHrqp8Q_300_box0.jpg,PORTSTEWART,Review,,,,2025-07-31 16:12:08.250045+00,Pat,true,Complex case,
00febd21-f03a-46d7-a4ab-dd93f38fc1fc,NXA5VHEvkDd1xMKNoiQB-g_240_box0.jpg,ANTRIM,Review,,,,2025-07-30 09:25:46.800108+00,Barry,true,Not a flag,
00ff5c18-dcf7-4432-be64-8c355face9b9,RkzoH45TcP8qFI8PGoJAqw_000_box0.jpg,CARRICKFERGUS,Sport,Lamppost-mounted,Supporters Club,3,2025-07-18 11:17:35.837589+00,Brandon,false,,
00ff76c3-5705-4bef-b8f0-b67a5e3733ff,LWnIeWGP5y1H_3gHpf-ufg_300_box0.jpg,NEWTOWNARDS,National,Permanent installation,Union Jack,5,2025-08-13 22:29:09.544826+00,May,false,,
01055c34-13a4-48f2-9659-1fd46c106f4b,lAztVeXhsDwHlO1snI-TTw_060_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Pole-mounted (in ground),Irish Tricolor,5,2025-08-29 08:49:34.236389+00,May,false,,
010645cf-afd9-428e-be6f-af303d97bb26,5ywgEqpuPu92vbAjhL9SXw_120_box0.jpg,BALLYMENA,Review,,,,2025-08-14 13:11:52.968543+00,Pat,true,Unclear image,
0106985e-4396-4e66-94cd-48189c34b275,vLT8gL3rmzloBwLlZMW-YA_060_box0.jpg,OMAGH_TOWN,National,Lamppost-mounted,Scottish Saltire,5,2025-07-29 10:53:01.051161+00,Colm,false,,
010a2822-322a-453d-8af0-7f6c7f606844,1b5UTO1r748UGSIIYjIXbg_120_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,,,2025-07-31 14:59:09.463264+00,Pat,true,Complex case,
010bead7-40f0-43b7-b038-6a8697288a22,bzwWcsZ3TPMRVfqK_h42KA_240_box0.jpg,LISBURN_CITY,National,Building-mounted,Union Jack,5,2025-08-29 08:45:08.703774+00,May,false,,
010f272c-bce3-4bad-af39-2c8aa246949b,LG3wYck6dspbf1lPiSJ2bA_060_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,,,2025-07-28 20:36:31.529072+00,Colm,true,Complex case,
0111ae54-6cc7-4afe-ae91-e9d272001e02,6xRgw9fE1iQc4hD8gHWdgg_060_box0.jpg,CARRICKFERGUS,Review,,,,2025-07-28 09:43:47.370953+00,Colm,true,Unclear image,
01128ffe-a104-4c89-a8f7-569889be3282,eQsxz4YLhqORxZWYWUxu5Q_240_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Union Jack,5,2025-08-09 11:54:01.628331+00,Byron,false,,
0120809d-8328-4951-9025-2c8e6ecd8045,otCE89pJ229Yp1hyJB2RKw_000_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Union Jack,5,2025-07-28 20:35:11.497022+00,Colm,false,,
012714a7-7acb-4a22-affb-e21d3e9ddfe0,O4F0P_0bB_ntUC7T3W7DOw_060_box0.jpg,MAGHERAFELT,National,Lamppost-mounted,Union Jack,5,2025-07-31 18:01:02.323413+00,Pat,false,,
012d36d9-3f38-4cbb-a006-bdb628ed1568,D2C2dBWvzFHS5-EobSruXw_300_box0.jpg,NEWRY,Review,,,,2025-07-28 19:45:34.674249+00,Colm,true,Unclear image,
013088a4-9953-4e43-a9b5-ac3571b24035,_TQKugpXkPQA_Vd3qkpKfA_180_box0.jpg,OMAGH_TOWN,Review,,,,2025-07-29 10:52:55.331108+00,Colm,true,Complex case,
0139937f-d08e-4f8b-97a7-e0d2148ef370,JypR-suL0899BrgrSbiTbA_300_box0.jpg,NEWRY,Review,,,,2025-08-07 09:08:48.831881+00,May,true,Unclear image,
013bb09e-eef4-41c0-9db4-2eb58ff43de3,kyLEIF57ltab8Avm1VpyLQ_240_box0.jpg,LARNE,National,Lamppost-mounted,Union Jack,5,2025-08-17 15:48:59.649038+00,May,false,,
013d11d7-d80b-4262-8080-50ff04984cdf,5wO-wN2ABeuqXodOSsmV8Q_240_box0.jpg,BALLYMENA,National,Building-mounted,Union Jack,5,2025-08-01 13:05:37.054994+00,Pat,false,,
014302ae-a5ac-4e33-a2ea-e479f2d753c3,EDw2eMh336pYS7vIQ9DlVg_300_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Review,,,,2025-07-29 10:23:23.238662+00,Colm,true,Unclear image,
014e7720-252f-42d3-9304-c032f2861be8,wbOL1NJwdp8E5zF49qRY6Q_000_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Lamppost-mounted,Ulster Banner,3,2025-07-28 10:52:24.769405+00,Barry,false,,
0153829e-b958-40c8-bf56-c955cabac2c9,4XjS0zNpLIAEfp3sc5Ge7Q_060_box0.jpg,BALLYMONEY,National,Lamppost-mounted,Union Jack,5,2025-08-04 20:14:42.408413+00,Colm,false,,
015421e6-49e3-4776-96c9-d7cc9a0cddcf,KLBGG6cFQr-u-srX7CY3LA_120_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Ulster Banner,5,2025-08-01 13:51:19.968562+00,Pat,true,Other,
015ca4cf-29f7-429d-b75f-289691a6acc2,LWCAvf3PEgkxYNUpdLMXxQ_300_box0.jpg,GREENISLAND,National,Pole-mounted (in ground),Union Jack,5,2025-08-04 12:10:52.219904+00,Colm,false,,
01612b8e-8d16-4a09-8482-a25a4575766a,MclIYgidmAQRZU3gtNVeqw_060_box0.jpg,BELFAST_CITY,National,Building-mounted,Union Jack,5,2025-08-01 14:07:22.207076+00,Pat,false,,
0166c3da-79ae-404f-bd79-42d65817c6b8,XiEKGq3E46kJOEbUT4lxlA_240_box0.jpg,BALLYCLARE,National,Lamppost-mounted,Union Jack,5,2025-08-01 09:18:06.287022+00,Pat,false,,
016af009-4d38-40d3-bf23-c036f4a83add,LKb2bAKsDLogceVDJuZ6IA_000_box0.jpg,BANGOR,National,Lamppost-mounted,Union Jack,5,2025-08-07 20:21:16.778494+00,Byron,false,,
0178104a-d02d-4134-9168-b0b56956f6c8,K76l0LjTMoh55rf10HxhUg_240_box0.jpg,LISBURN_CITY,National,Lamppost-mounted,Union Jack,5,2025-08-28 20:29:15.990368+00,May,false,,
017e57d1-79fa-4505-b304-08ab541ff7ed,Eto4F9dB5hH3OBjGy9pZlw_060_box0.jpg,LARNE,National,Lamppost-mounted,Ulster Banner,4,2025-07-29 11:26:01.854096+00,Colm,false,,
01824378-7a21-4536-aab4-e0763f1bdd07,QxYiB-RLXFUt9Q-6Haaamw_000_box0.jpg,METROPOLITAN_LISBURN,National,Building-mounted,Union Jack,5,2025-08-13 08:52:38.717573+00,Pat,false,,
018ae359-6417-45a9-b3ac-2c821fc6e9f5,2CHA6RyqXRgbtG4jaoVtMw_000_box0.jpg,BALLYMENA,National,Building-mounted,Union Jack,5,2025-08-01 12:13:13.553924+00,Pat,false,,
018c2d66-cca3-4cb8-b480-64a499e49e5c,XEn2P-JcG7kpnhXm3evnhA_120_box0.jpg,COLERAINE,National,Lamppost-mounted,Ulster Banner,5,2025-08-01 13:19:30.366906+00,Pat,false,,
018ff35c-4038-413f-b183-39314736215c,q8zGfalOkDGOrYwisPHmWg_180_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,5,2025-07-18 10:55:06.669489+00,Brandon,false,,
0190615f-60fa-458e-9d3a-c05802299808,A7a80HrnFiSbDrzhZ9D18w_000_box0.jpg,DERRY_CITY,Review,,,,2025-08-01 11:44:34.855951+00,Pat,true,Unclear image,
0192d78c-549c-44ce-9521-bccee66e0156,vqxHXqsMQTy4qZTo_r_Fww_060_box0.jpg,CRAIGAVON,Review,,,,2025-08-05 09:04:41.193238+00,Barry,true,Unclear image,
01a04150-4810-4087-8bdc-cc19e3a03794,K6JcqKgcJjEIRBYm1Di1FQ_000_box0.jpg,CRAIGAVON,Bunting,Triangular bunting,Red/White/Blue Triangular Bunting,5,2025-08-04 12:37:37.630482+00,Colm,false,,
01a964af-1625-414d-97e5-2674431e8291,GeXexuAgGj4UCoeOEqoACw_060_box0.jpg,ENNISKILLEN,National,Lamppost-mounted,Union Jack,4,2025-08-05 08:50:52.026748+00,Byron,false,,
01aa465e-828e-4f55-a405-d219fe99339b,QPG2F1mSzjy39bfENomu5g_060_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Union Jack,5,2025-08-14 10:33:40.560617+00,Pat,false,,
01af0f93-706b-4e10-814c-266d9a7335bf,GQSye0rVyDXj610UG_vAAA_180_box0.jpg,DERRY_CITY,Review,,,,2025-08-04 13:13:12.893659+00,Colm,true,Unclear image,
01b21865-dfb5-48a2-9cdf-41d6cc7a0428,Coi1PWYfS7r9DrPinzmITg_240_box0.jpg,LISBURN_CITY,National,Building-mounted,Union Jack,5,2025-08-28 20:31:29.650059+00,May,false,,
01b45d7a-6a28-43e4-b25a-c6b0ca5bb4c0,IzSzRBf_0_wh4A5AV6j3Uw_300_box0.jpg,ANTRIM,National,Building-mounted,Union Jack,5,2025-07-31 17:22:23.237393+00,Pat,false,,
01b54e11-10f7-44a1-b43c-750dfc04ad9d,G0wJDIx_qCUzhijbvemcVw_240_box0.jpg,CARRICKFERGUS,National,Building-mounted,Union Jack,5,2025-07-18 11:15:20.140536+00,Brandon,false,,
01b7f96c-aae4-4847-9e9f-ad42ddb6f02c,Xbs5MnNVUPWosI5FNkDQYA_120_box0.jpg,LISBURN_CITY,National,Building-mounted,Union Jack,1,2025-08-04 13:06:52.076021+00,Colm,false,,
01b9a27c-4233-46b5-bf8c-edfaa524f12d,06m2935tRUr0qzhRp7wC8w_120_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Scottish Saltire,5,2025-08-29 08:38:21.166538+00,May,false,,
01bb2ede-975c-4523-8e8b-8028d37af279,9Ujo0oHich02X0sEkjDqiA_300_box0.jpg,ANTRIM,Review,,,,2025-07-30 16:17:29.173838+00,Barry,true,Unclear image,
01bca0b4-1704-42bf-90bf-f38a57e0482a,_GHQi7x6ciGCBoRHfhkppQ_000_box0.jpg,METROPOLITAN_CASTLEREAGH,National,Lamppost-mounted,Ulster Banner,5,2025-08-04 13:20:29.490786+00,Colm,false,,
01bf5933-d76d-4109-93d0-c8973e0807b8,7amqad_0Kqt1bQtIolLriQ_300_box0.jpg,ARMAGH,National,Lamppost-mounted,Union Jack,5,2025-08-17 17:02:20.379774+00,May,false,,
01c25fc7-d6e1-4036-9678-5a7eeb121341,OrQpkV_aMMSU7xXhv6s3iw_180_box0.jpg,BELFAST_CITY,Review,,,,2025-08-04 19:57:35.855007+00,Colm,true,Unclear image,
01c39c6e-f03e-42e4-b174-5e07d4dbdbdd,cXrDEal3naDKwrbXSl87ow_180_box0.jpg,MAGHERAFELT,Review,,,,2025-07-31 18:01:40.802719+00,Pat,true,Unclear image,
01c3e3be-e6d0-4634-a64e-97e4fea668cf,C4pikqTYENtTk3G8EkY00A_180_box0.jpg,CARRICKFERGUS,National,Building-mounted,Ulster Banner,3,2025-08-05 09:19:49.950707+00,Byron,false,,
01d2747e-4075-462b-878d-e5024bcf9bf8,pUn8riLxBGbb4JVPNVwkrw_000_box2.jpg,ENNISKILLEN,Bunting,Bunting display,Union Jack Bunting,5,2025-07-04 14:44:44.65829+00,Declan,false,,
01da11ee-b540-473e-8bd4-53d5279ed8bc,VxQEg1xYBABLfaqVO9TuNw_240_box0.jpg,PORTSTEWART,Sport,Pole-mounted (in ground),Local Club,2,2025-07-28 15:49:29.201+00,Barry,false,,
01db5ce0-db2b-4c39-850a-c93b6a558ceb,VbqhwnhfI1RCskezGxl3ew_180_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Irish Tricolor,5,2025-08-01 14:20:28.342305+00,Pat,false,,
01eabe27-c4dd-4949-b33c-e5ec10f54e2e,XIGXn5yBTxFwZnTKUtqQ-Q_120_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,5,2025-08-04 11:37:52.245507+00,Colm,false,,
01ebd511-5b5d-4073-871b-e6f91bb4dfbe,kakL0Vv3zt1MdQ_q36_Brw_120_box0.jpg,BALLYMENA,National,Building-mounted,Union Jack,5,2025-08-01 12:11:02.978379+00,Pat,false,,
01f2188c-3d61-48ad-89f5-619b46c3a9d1,b3TQpD8Kno_-UACo_ixy9w_000_box0.jpg,CARRICKFERGUS,National,Building-mounted,Ulster Banner,5,2025-07-31 13:37:04.951907+00,Pat,false,,
01f4427b-3c73-402d-a632-45bde0deade1,8IHCx6fKUc2D-lcSTH5Lug_000_box0.jpg,BELFAST_CITY,National,Lamppost-mounted,Union Jack,5,2025-08-04 19:45:22.112882+00,Colm,false,,
01f4477b-637c-4993-820e-a441081331c4,QQIUulHk4oNEroERjZrkVQ_060_box0.jpg,METROPOLITAN_NEWTOWNABBEY,Bunting,Bunting display,Union Jack Bunting,5,2025-07-31 15:17:42.580674+00,Pat,false,,
01f77402-7758-46a8-a533-96f258c7795a,N-C7XMKYloZezy_sqWLVpQ_000_box0.jpg,BANGOR,Review,,,,2025-07-28 20:31:13.928027+00,Colm,true,Unclear image,
020cbef2-6585-4dd2-9384-7c9215b404e0,-da2O8-wFUV7h-tV4csQog_180_box0.jpg,BALLYMENA,National,Lamppost-mounted,Union Jack,5,2025-08-28 19:53:44.640688+00,May,false,,
020faccc-4def-477c-8108-745709616b81,QggLarqSNSVdxKxd_R1iZA_300_box0.jpg,CARRICKFERGUS,National,Lamppost-mounted,Ulster Banner,5,2025-08-06 00:09:22.72171+00,May,false,,
0216f9b4-4929-4dd9-b2ce-6b6c6c0f0d77,zn48f2VwHUD8zA08JQ0EXA_060_box0.jpg,METROPOLITAN_NEWTOWNABBEY,National,Building-mounted,Union Jack,5,2025-07-29 10:04:00.892823+00,Colm,false,,
021ba621-9f42-4b41-ab48-79b8d873693e,mGwDRITw9acQ7ACsChj94Q_000_box0.jpg,LISBURN_CITY,National,Building-mounted,Union Jack,5,2025-08-12 15:15:19.403454+00,Pat,false,,
021c726c-ec35-4952-babf-e2137d5c13ea,vWyjn9HuQHfQZ4OWCn3-zA_240_box0.jpg,ENNISKILLEN,National,Lamppost-mounted,Union Jack,5,2025-07-14 20:00:24.508997+00,Colm,false,,
02271794-f7fc-43cd-b6c3-c948e99a45f0,zW47yLYDP2-YQODkLQZadQ_240_box0.jpg,ANTRIM,National,Lamppost-mounted,Union Jack,2,2025-08-04 11:18:56.264123+00,Colm,false,,
02272bd6-0079-4bd9-b1a5-bac3a9958b71,d_8lNY8LEadQYCVzBvHljw_120_box0.jpg,LISBURN_CITY,National,Lamppost-mounted,Union Jack,5,2025-08-14 13:29:54.109808+00,Pat,false,,
02313816-ae0e-415c-b00c-4b0e8844ec10,IuKXHMUqlVu-SXUmSgu2jw_240_box0.jpg,BELFAST_CITY,National,Building-mounted,Ulster Banner,5,2025-08-13 16:29:30.388448+00,Pat,false,,
0238d138-f8be-4d6c-9fac-c57fa4298ca3,XkndCnsFtP-hE6OC7bpWog_240_box0.jpg,NEWRY,National,Permanent installation,Irish Tricolor,5,2025-07-28 19:45:09.336088+00,Colm,false,,
